id,userplace_id,begin_time,end_time,client_id,provenance,complete,type,name,primary category id,category name,begin_time_PST,
2df1815d-1b14-48e3-969a-dfd7f3f1a514,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-16 18:05:20.96+00,2013-04-16 18:05:20.96+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,A.R.O.,366,Tech Startup,,
5755357d-561f-4fd0-89ef-89d4af10fb54,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-16 18:25:25.812+00,2013-04-16 18:25:25.812+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,A.R.O.,366,Tech Startup,,
c7f8168b-09a1-469e-914b-437fe2df0ad7,,2013-04-16 19:41:00+00,2013-04-16 20:04:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
38f24473-3d0d-4628-92e7-6080c2b44685,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-16 20:04:00+00,2013-04-17 00:42:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup,,
14bb439e-9b4c-4e2d-9b7d-9420e8223e23,,2013-04-17 00:42:00+00,2013-04-17 01:04:09.864+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
972195df-08af-415e-9297-1074bb52c27b,5b2286cf-f7fd-4fab-bef5-a18c7184c9ca,2013-04-17 01:04:09.864+00,2013-04-17 01:23:26.688+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Trader Joe's,406,Grocery Store,,
8762f029-f41e-496a-b8a9-5a8562391c29,5b2286cf-f7fd-4fab-bef5-a18c7184c9ca,2013-04-17 01:23:05.668+00,2013-04-17 01:23:05.668+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Trader Joe's,406,Grocery Store,,
23eb4167-3581-4687-83dc-98ad4db5e0e9,,2013-04-17 01:23:26.688+00,2013-04-17 02:31:23.882+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,,,
4553dfa7-983c-43b5-b6d7-1094dc372ccc,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 02:31:23.882+00,2013-04-17 13:45:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex,,
de4cf265-7e6e-4ab6-8919-9af14fe87f58,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 02:31:24.882+00,2013-04-17 02:31:24.882+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex,,
ff9d43d6-b69e-40ba-aac4-25133a73563c,,2013-04-17 13:45:00+00,2013-04-17 14:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
3fd9f1a3-0241-4e56-aed0-7bca518c3f8f,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 14:36:00+00,2013-04-17 15:11:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex,,
db3a16b6-4604-4803-ae92-c461882ec982,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 14:41:00+00,2013-04-17 15:06:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex,,
0eddf8e6-6474-4dec-bbd6-0ee405f29e28,,2013-04-17 15:11:00+00,2013-04-17 15:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
2b929883-1572-4dba-9a29-656544b4cfa1,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-17 15:36:00+00,2013-04-17 19:09:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,stay,A.R.O.,366,Tech Startup,,
ec7e651b-e07b-4208-8beb-b357236752f2,,2013-04-17 19:09:00+00,2013-04-17 19:23:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
69c763bc-496f-42c3-a74a-a69ded656ce1,3a5e7655-2883-42c0-a14f-31f43f0c70b5,2013-04-17 19:23:00+00,2013-04-17 19:48:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,El Camion,88,Food Truck,,
9621e5ee-3c07-4499-8abd-c1e18e390721,3a5e7655-2883-42c0-a14f-31f43f0c70b5,2013-04-17 19:28:00+00,2013-04-17 19:43:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,El Camion,88,Food Truck,,
ffe78ee8-263a-4edf-8bc4-5302c3081a6b,,2013-04-17 19:48:00+00,2013-04-17 19:54:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
39c21129-9e99-4a6b-b549-d0890d3c0523,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-17 19:54:00+00,2013-04-18 00:35:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,stay,A.R.O.,366,Tech Startup,,
f1f9668d-a5f9-47eb-8f21-e98d65cd34d5,,2013-04-18 00:35:00+00,2013-04-18 01:03:33.915+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
10dfcf10-a580-4b49-8808-616dd513583c,,2013-04-18 01:03:33.915+00,2013-04-18 01:58:20.34+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,noData,,,,,
bd3bf051-5a78-4a6c-a04a-156a8d5adb6f,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-18 01:58:10.236+00,2013-04-18 01:58:10.236+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex,,
141a7f64-7325-48da-b697-f839593098dd,,2013-04-18 01:58:20.34+00,2013-04-18 02:20:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,private,,,,,
f661a89b-3d0c-4ed1-ae97-cfbce880a0e6,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-18 02:20:00+00,2013-04-18 15:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex,,
33cbdf24-f272-4f0b-84d0-72286b3d1dda,,2013-04-18 15:01:00+00,2013-04-18 15:24:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
ae69ff48-7331-4102-9f83-c5bbc402b893,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-18 15:24:00+00,2013-04-18 23:58:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup,,
eff2bd3d-7231-4a8c-babd-877274374efa,,2013-04-18 23:58:00+00,2013-04-19 00:25:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
c7b6b5c9-22e6-4c35-b409-62990113a607,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-19 00:25:00+00,2013-04-19 14:32:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex,,
79f30974-f4c7-4bb6-9b6c-599165a52d6f,,2013-04-19 14:32:00+00,2013-04-19 14:42:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
fd918afc-7558-419b-8c2f-7a4e84c6aed6,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-19 14:42:00+00,2013-04-20 01:16:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,stay,A.R.O.,366,Tech Startup,,
eaee8bc7-f7a6-449f-9dfa-a4a4a1c12af8,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-19 14:47:00+00,2013-04-19 19:59:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,A.R.O.,366,Tech Startup,,
efc5375d-aa8a-4232-91de-d5f7c05537c9,,2013-04-20 01:16:00+00,2013-04-20 02:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,,,
c20c0ae4-04d6-4ee6-8216-0df2803292a9,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-20 02:01:00+00,2013-04-20 18:16:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex,,
