id,userplace_id,begin_time,end_time,client_id,provenance,complete,type,name,primary category id,category name
14bb439e-9b4c-4e2d-9b7d-9420e8223e23,,2013-04-17 00:42:00+00,2013-04-17 01:04:09.864+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
972195df-08af-415e-9297-1074bb52c27b,5b2286cf-f7fd-4fab-bef5-a18c7184c9ca,2013-04-17 01:04:09.864+00,2013-04-17 01:23:26.688+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Trader Joe's,406,Grocery Store
8762f029-f41e-496a-b8a9-5a8562391c29,5b2286cf-f7fd-4fab-bef5-a18c7184c9ca,2013-04-17 01:23:05.668+00,2013-04-17 01:23:05.668+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Trader Joe's,406,Grocery Store
23eb4167-3581-4687-83dc-98ad4db5e0e9,,2013-04-17 01:23:26.688+00,2013-04-17 02:31:23.882+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
4553dfa7-983c-43b5-b6d7-1094dc372ccc,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 02:31:23.882+00,2013-04-17 13:45:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
de4cf265-7e6e-4ab6-8919-9af14fe87f58,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 02:31:24.882+00,2013-04-17 02:31:24.882+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
ff9d43d6-b69e-40ba-aac4-25133a73563c,,2013-04-17 13:45:00+00,2013-04-17 14:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
3fd9f1a3-0241-4e56-aed0-7bca518c3f8f,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 14:36:00+00,2013-04-17 15:11:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
db3a16b6-4604-4803-ae92-c461882ec982,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-17 14:41:00+00,2013-04-17 15:06:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
0eddf8e6-6474-4dec-bbd6-0ee405f29e28,,2013-04-17 15:11:00+00,2013-04-17 15:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
2b929883-1572-4dba-9a29-656544b4cfa1,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-17 15:36:00+00,2013-04-17 19:09:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,stay,A.R.O.,366,Tech Startup
ec7e651b-e07b-4208-8beb-b357236752f2,,2013-04-17 19:09:00+00,2013-04-17 19:23:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
69c763bc-496f-42c3-a74a-a69ded656ce1,3a5e7655-2883-42c0-a14f-31f43f0c70b5,2013-04-17 19:23:00+00,2013-04-17 19:48:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,El Camion,88,Food Truck
9621e5ee-3c07-4499-8abd-c1e18e390721,3a5e7655-2883-42c0-a14f-31f43f0c70b5,2013-04-17 19:28:00+00,2013-04-17 19:43:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,El Camion,88,Food Truck
ffe78ee8-263a-4edf-8bc4-5302c3081a6b,,2013-04-17 19:48:00+00,2013-04-17 19:54:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
39c21129-9e99-4a6b-b549-d0890d3c0523,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-17 19:54:00+00,2013-04-18 00:35:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,stay,A.R.O.,366,Tech Startup
f1f9668d-a5f9-47eb-8f21-e98d65cd34d5,,2013-04-18 00:35:00+00,2013-04-18 01:03:33.915+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
10dfcf10-a580-4b49-8808-616dd513583c,,2013-04-18 01:03:33.915+00,2013-04-18 01:58:20.34+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,noData,,,
bd3bf051-5a78-4a6c-a04a-156a8d5adb6f,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-18 01:58:10.236+00,2013-04-18 01:58:10.236+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
141a7f64-7325-48da-b697-f839593098dd,,2013-04-18 01:58:20.34+00,2013-04-18 02:20:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,private,,,
f661a89b-3d0c-4ed1-ae97-cfbce880a0e6,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-18 02:20:00+00,2013-04-18 15:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
33cbdf24-f272-4f0b-84d0-72286b3d1dda,,2013-04-18 15:01:00+00,2013-04-18 15:24:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
ae69ff48-7331-4102-9f83-c5bbc402b893,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-18 15:24:00+00,2013-04-18 23:58:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
eff2bd3d-7231-4a8c-babd-877274374efa,,2013-04-18 23:58:00+00,2013-04-19 00:25:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
c7b6b5c9-22e6-4c35-b409-62990113a607,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-19 00:25:00+00,2013-04-19 14:32:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
79f30974-f4c7-4bb6-9b6c-599165a52d6f,,2013-04-19 14:32:00+00,2013-04-19 14:42:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
fd918afc-7558-419b-8c2f-7a4e84c6aed6,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-19 14:42:00+00,2013-04-20 01:16:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,stay,A.R.O.,366,Tech Startup
eaee8bc7-f7a6-449f-9dfa-a4a4a1c12af8,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-19 14:47:00+00,2013-04-19 19:59:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,A.R.O.,366,Tech Startup
efc5375d-aa8a-4232-91de-d5f7c05537c9,,2013-04-20 01:16:00+00,2013-04-20 02:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
c20c0ae4-04d6-4ee6-8216-0df2803292a9,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-20 02:01:00+00,2013-04-20 18:16:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
84f3cebf-7819-4d90-83ac-3bfc6af32b87,,2013-04-20 18:16:00+00,2013-04-20 18:41:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
ac3f2852-bfef-4a35-8bc5-dba83665bc90,44eccb63-3c8c-40ea-9830-a9b648b00743,2013-04-20 18:41:00+00,2013-04-20 19:40:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Fred Meyer,406,Grocery Store
38c52ccd-a099-4b0f-bd4f-00760a1b8110,44eccb63-3c8c-40ea-9830-a9b648b00743,2013-04-20 18:46:00+00,2013-04-20 19:35:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Fred Meyer,406,Grocery Store
cbc537a5-9b16-4cc1-9681-0395347c643f,,2013-04-20 19:40:00+00,2013-04-20 19:58:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
11bb5a54-7c9c-47e2-bc3f-67dce257571a,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-20 19:58:00+00,2013-04-20 21:53:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
521c0e3a-8638-4553-9a6e-6d212f8b42ed,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-20 20:03:00+00,2013-04-20 21:48:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
2a5c5517-3992-48b3-97a1-21713e13ced8,,2013-04-20 21:53:00+00,2013-04-20 22:10:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
f474f435-79bd-454d-9cd3-5a231092a663,13018450-9d32-4161-a72d-4d7dc0644978,2013-04-20 22:10:00+00,2013-04-20 22:20:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake Playground,153,Playground
49a29db4-37c1-473e-946e-4c855722f16d,13018450-9d32-4161-a72d-4d7dc0644978,2013-04-20 22:15:00+00,2013-04-20 22:15:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake Playground,153,Playground
af558d0e-0119-49fd-bc16-3eea556e6eb6,,2013-04-20 22:20:00+00,2013-04-20 22:31:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
1e4d7c68-0afc-4cac-9ef9-2bcb1ee8d2db,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-20 22:31:00+00,2013-04-21 17:54:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
7e541a30-91a9-482c-877e-5a3c99d93a0b,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-20 22:34:10.28+00,2013-04-20 22:34:10.28+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
204782b9-5035-46e2-b5df-c00cc5c6979b,,2013-04-21 17:54:00+00,2013-04-21 18:15:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
ad89b45d-75de-4ff6-8abf-3ba0582cc534,4b433121-d0bd-4b7e-bb7c-ca03136ff363,2013-04-21 18:15:00+00,2013-04-21 18:26:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Office Depot,271,Paper or Office Supplies Store
3857d99b-0311-431a-8384-eeb077afacef,4b433121-d0bd-4b7e-bb7c-ca03136ff363,2013-04-21 18:20:00+00,2013-04-21 18:21:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Office Depot,271,Paper or Office Supplies Store
4cb9cc72-1519-4f0b-82c2-97984c0418ea,,2013-04-21 18:26:00+00,2013-04-21 19:08:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
75562888-6851-4609-9632-c3a5fdc4f182,79783af8-3586-4ffa-b4bb-16f92777050f,2013-04-21 19:08:00+00,2013-04-21 19:52:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Whitman Field,152,Park
d6e79347-24f8-4442-b9c4-7d6adc37c9dd,79783af8-3586-4ffa-b4bb-16f92777050f,2013-04-21 19:13:00+00,2013-04-21 19:47:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Whitman Field,152,Park
ef0eace8-070d-443a-83fa-63bc730e2d50,,2013-04-21 19:52:00+00,2013-04-21 20:27:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
81f499e9-bc5c-4720-8cdc-5b8e9f6014b1,,2013-04-21 22:16:00+00,2013-04-21 22:29:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
72774c54-7d04-48fb-a9da-de7fca0ed389,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-21 22:29:00+00,2013-04-22 15:26:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
12dadab9-b86c-4d73-bf9e-f3f957dba988,6cd5924b-5ced-4b3a-ac62-201e04e01230,2013-04-22 15:26:00+00,2013-04-22 16:07:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake Elementary,153,Playground
7cb5ef73-473e-44de-ae7b-0a7e47f7b947,6cd5924b-5ced-4b3a-ac62-201e04e01230,2013-04-22 15:37:00+00,2013-04-22 16:02:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake Elementary,153,Playground
1f9556c0-85e5-410d-a9e9-a21c5b2a2460,,2013-04-22 16:07:00+00,2013-04-22 16:34:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
82260fe3-de87-4974-a68d-e4f6e33666d6,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-22 16:34:00+00,2013-04-22 19:16:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
39502afe-7bcc-4598-a322-8d3c83ea06b4,,2013-04-22 19:16:00+00,2013-04-22 19:45:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
6f39b27c-066d-475a-ade6-8c9648758888,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-22 19:45:00+00,2013-04-22 23:32:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
5c9d922c-942f-4b5f-8c4e-1edf923e3a1d,,2013-04-22 23:32:00+00,2013-04-23 00:05:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
a347eebc-97d3-4456-a7bd-cd1f0fe17408,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-23 00:05:00+00,2013-04-23 00:12:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
4f70293e-cad1-421c-a025-8b38e3b47abe,,2013-04-23 00:12:00+00,2013-04-23 00:39:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
955ec65c-8697-4c43-b3f6-b084013fb480,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-23 00:39:00+00,2013-04-23 01:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake School Age Childcare,180,School
d4600685-9bb5-4c14-9a1a-5133aa0fbdb2,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-23 00:44:00+00,2013-04-23 00:55:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake School Age Childcare,180,School
258920ac-74ee-4834-bf29-448cdceeb862,,2013-04-23 01:01:00+00,2013-04-23 01:09:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
ba57867c-104b-4811-81be-8a9f98579afc,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-23 01:09:00+00,2013-04-23 14:53:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
f40ef89a-b97c-4b91-8fbf-d6caa6d6be11,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-23 01:14:00+00,2013-04-23 14:48:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
d9277bc7-adc3-40ef-bac4-a08117943c16,,2013-04-23 14:53:00+00,2013-04-23 15:16:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
6974ebf5-e479-4701-a925-8309bd16243a,302ce36e-fb02-4a72-afd0-8a189525bde4,2013-04-23 15:16:00+00,2013-04-23 17:11:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Caruh Salon & Spa,275,Salon or Barbershop
6f538f1f-381f-48b5-bcf0-e683286127a5,302ce36e-fb02-4a72-afd0-8a189525bde4,2013-04-23 15:16:28.618+00,2013-04-23 15:16:28.618+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Caruh Salon & Spa,275,Salon or Barbershop
38cc0fb2-2a7f-4478-8b6a-a54a5795a9f1,,2013-04-23 17:11:00+00,2013-04-23 17:38:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
986bbbc6-aaa0-4cba-aa0b-0271232e215d,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-23 17:38:00+00,2013-04-24 00:10:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
b292c423-34b4-49e7-9068-5e9ded127151,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-23 17:43:00+00,2013-04-23 22:25:32.337+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,A.R.O.,366,Tech Startup
e2ed55e6-3f0e-4af9-a1a3-53650c124ee3,,2013-04-24 00:10:00+00,2013-04-24 00:46:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
de4e4dfd-49d1-4dcd-94d0-9137d262918d,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-24 00:46:00+00,2013-04-24 01:04:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake School Age Childcare,180,School
e08d1e80-ff42-4133-bee4-5a6c525f9ba0,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-24 00:49:00+00,2013-04-24 00:54:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake School Age Childcare,180,School
dff5e72f-c64d-43e4-afa9-39bdf727fa44,,2013-04-24 01:04:00+00,2013-04-24 01:08:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
cf72c761-b9fe-4c36-8db5-ccc0fe31ae86,6cd5924b-5ced-4b3a-ac62-201e04e01230,2013-04-24 01:08:00+00,2013-04-24 02:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake Elementary,153,Playground
ceeaa8da-2239-4326-ba86-0bafa005b884,6cd5924b-5ced-4b3a-ac62-201e04e01230,2013-04-24 01:12:00+00,2013-04-24 01:54:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake Elementary,153,Playground
7c52cc82-99cd-4711-9c7b-0aeea157b0d6,,2013-04-24 02:01:00+00,2013-04-24 02:11:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
206e6238-f823-4f21-9413-57b2f40b0312,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-24 02:11:00+00,2013-04-24 15:43:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
88631995-1ec7-429c-b71d-6ad7b52877c7,,2013-04-24 15:43:00+00,2013-04-24 15:51:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
1b793268-84fd-44b4-8e2b-07f65cadeb32,6cd5924b-5ced-4b3a-ac62-201e04e01230,2013-04-24 15:51:00+00,2013-04-24 16:03:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake Elementary,153,Playground
2054d349-4c41-43e8-b0ac-d2628a428968,6cd5924b-5ced-4b3a-ac62-201e04e01230,2013-04-24 15:56:00+00,2013-04-24 15:57:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake Elementary,153,Playground
1140edcd-448c-4645-8c13-fab809ba5b7c,,2013-04-24 16:03:00+00,2013-04-24 16:27:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
a8e38cb3-3b7a-46d6-a415-48e577c7e94f,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-24 16:27:00+00,2013-04-24 20:03:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
5bec6b65-5ebf-4172-b798-bdcea7be07b2,,2013-04-24 20:03:00+00,2013-04-24 20:15:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
a675c916-ae12-43c5-9160-cad6bd875f81,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-24 20:15:00+00,2013-04-25 00:14:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
49929381-2870-4000-af54-aefc0f4920e3,,2013-04-25 00:14:00+00,2013-04-25 00:42:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
62c2601a-b03e-4bed-a106-cf2d43787bd6,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-25 00:42:00+00,2013-04-25 00:56:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake School Age Childcare,180,School
7955f304-5a03-48c0-8c1e-b5590275e1d5,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-25 00:48:07.844+00,2013-04-25 00:48:07.844+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake School Age Childcare,180,School
14cfb07a-17f8-4724-bf37-9c5a41b13c34,,2013-04-25 00:56:00+00,2013-04-25 01:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
85342511-d855-4fca-93ad-80d672d6cd98,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-25 01:01:00+00,2013-04-25 14:07:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
4ef62d63-2f43-4ec2-a466-e2e0240a14de,,2013-04-25 14:07:00+00,2013-04-25 14:37:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
6995d903-d010-4dbf-a8e7-f176798ddfe8,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-25 14:37:00+00,2013-04-25 18:37:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
013a71b7-5017-4c57-a916-070e59f78551,,2013-04-25 18:37:00+00,2013-04-25 19:04:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
b38d19aa-7871-4ea6-a66e-1dba5669365a,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-25 19:04:00+00,2013-04-26 00:48:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
